date,day_of_week,episode_number,week,day_in_week,phase,week_title,academic_focus,fixed_events,weekly_event_anchors,arc_turn,narrative_beat,continuity_handoff
2025-10-22,Wednesday,83,12,6,fall_classes,The Maximum Is Not the Meaning,"Optimization applications, Mean Value Theorem, and test two corrections",,Applied mathematics colloquium | Analytics regional submission | Relationship repair attempt,Malik's team submits a competitive regional model; Nia and Julian repair the surface of their conflict but not its cause.,The analytics team submits to the regional semifinal with a model Malik knows is honest rather than unbeatable.,
2025-10-23,Thursday,84,12,7,fall_classes,The Maximum Is Not the Meaning,"Optimization applications, Mean Value Theorem, and test two corrections",,Applied mathematics colloquium | Analytics regional submission | Relationship repair attempt,Malik's team submits a competitive regional model; Nia and Julian repair the surface of their conflict but not its cause.,"A lab invitation arrives for students to tour Delta National Laboratory, and both Malik and Nia apply for limited seats.",The lab trip offers a bigger future just as Malik's home repairs stall and Nia's relationship feels temporarily safe.
2025-10-24,Friday,85,13,1,fall_classes,Beyond the Campus Map,"Antiderivatives, initial-value problems, and accumulated change",,Delta National Laboratory day trip | Football road game | Insurance claim delay,The first national-lab visit expands both students' ambitions while widening the gap between Nia and Julian.,Malik learns the family insurance claim needs more documentation and uses his work-study break to organize damaged-item evidence.,
2025-10-25,Saturday,86,13,2,fall_classes,Beyond the Campus Map,"Antiderivatives, initial-value problems, and accumulated change",,Delta National Laboratory day trip | Football road game | Insurance claim delay,The first national-lab visit expands both students' ambitions while widening the gap between Nia and Julian.,"Dr. Brooks introduces antiderivatives as recovering a possible history from observed rates, with uncertainty in the constant.",
2025-10-26,Sunday,87,13,3,fall_classes,Beyond the Campus Map,"Antiderivatives, initial-value problems, and accumulated change",,Delta National Laboratory day trip | Football road game | Insurance claim delay,The first national-lab visit expands both students' ambitions while widening the gap between Nia and Julian.,Malik and Nia board the Delta National Laboratory bus before dawn and leave Julian's messages unanswered during security orientation.,
2025-10-27,Monday,88,13,4,fall_classes,Beyond the Campus Map,"Antiderivatives, initial-value problems, and accumulated change",,Delta National Laboratory day trip | Football road game | Insurance claim delay,The first national-lab visit expands both students' ambitions while widening the gap between Nia and Julian.,"A scientist demonstrates storm-surge simulation on a supercomputer, connecting Nia's visual instincts with Malik's risk questions.",
2025-10-28,Tuesday,89,13,5,fall_classes,Beyond the Campus Map,"Antiderivatives, initial-value problems, and accumulated change",,Delta National Laboratory day trip | Football road game | Insurance claim delay,The first national-lab visit expands both students' ambitions while widening the gap between Nia and Julian.,"They attend a presentation by a Black applied mathematician who describes failure as part of model validation, not a character verdict.",
2025-10-29,Wednesday,90,13,6,fall_classes,Beyond the Campus Map,"Antiderivatives, initial-value problems, and accumulated change",,Delta National Laboratory day trip | Football road game | Insurance claim delay,The first national-lab visit expands both students' ambitions while widening the gap between Nia and Julian.,"On the ride home, Malik and Nia share an intense conversation about work that matters; Julian sees their closeness in Nia's photos.",
2025-10-30,Thursday,91,13,7,fall_classes,Beyond the Campus Map,"Antiderivatives, initial-value problems, and accumulated change",,Delta National Laboratory day trip | Football road game | Insurance claim delay,The first national-lab visit expands both students' ambitions while widening the gap between Nia and Julian.,"Julian admits he felt excluded, and Nia hears jealousy where he is also asking to understand a part of her life.","Halloween weekend and a major rivalry game will bring Julian, Malik, and Nia into the same crowded spaces."
2025-10-31,Friday,92,14,1,fall_classes,Riemann Sums and Missing Pieces,"Riemann sums, definite integrals, and estimating totals from incomplete data",,Costume math outreach night | Football rivalry game | Basketball exhibition,"Nia's relationship tension becomes visible to friends, and Malik's analytics team advances to the semifinal.","At a middle-school outreach night, Nia uses rectangles to estimate the area of an irregular paper mask and remembers why she loves teaching.",
2025-11-01,Saturday,93,14,2,fall_classes,Riemann Sums and Missing Pieces,"Riemann sums, definite integrals, and estimating totals from incomplete data",,Costume math outreach night | Football rivalry game | Basketball exhibition,"Nia's relationship tension becomes visible to friends, and Malik's analytics team advances to the semifinal.","Julian arrives late to film the event and jokes about Malik and Nia being a matched set, then regrets the edge in his voice.",
2025-11-02,Sunday,94,14,3,fall_classes,Riemann Sums and Missing Pieces,"Riemann sums, definite integrals, and estimating totals from incomplete data",,Costume math outreach night | Football rivalry game | Basketball exhibition,"Nia's relationship tension becomes visible to friends, and Malik's analytics team advances to the semifinal.",Malik refuses to engage the joke and tells Julian privately that Nia should not have to defend a friendship to prove a relationship.,
2025-11-03,Monday,95,14,4,fall_classes,Riemann Sums and Missing Pieces,"Riemann sums, definite integrals, and estimating totals from incomplete data",,Costume math outreach night | Football rivalry game | Basketball exhibition,"Nia's relationship tension becomes visible to friends, and Malik's analytics team advances to the semifinal.","During the rivalry game, DJ drops an early pass but catches the fourth-quarter conversion that keeps the winning drive alive.",
2025-11-04,Tuesday,96,14,5,fall_classes,Riemann Sums and Missing Pieces,"Riemann sums, definite integrals, and estimating totals from incomplete data",,Costume math outreach night | Football rivalry game | Basketball exhibition,"Nia's relationship tension becomes visible to friends, and Malik's analytics team advances to the semifinal.","The analytics team receives semifinal status, and Malik's first instinct is to calculate how little time remains before the presentation.",
2025-11-05,Wednesday,97,14,6,fall_classes,Riemann Sums and Missing Pieces,"Riemann sums, definite integrals, and estimating totals from incomplete data",,Costume math outreach night | Football rivalry game | Basketball exhibition,"Nia's relationship tension becomes visible to friends, and Malik's analytics team advances to the semifinal.",Nia leaves the basketball exhibition early after Julian turns a disagreement into a performance for his friends.,
2025-11-06,Thursday,98,14,7,fall_classes,Riemann Sums and Missing Pieces,"Riemann sums, definite integrals, and estimating totals from incomplete data",,Costume math outreach night | Football rivalry game | Basketball exhibition,"Nia's relationship tension becomes visible to friends, and Malik's analytics team advances to the semifinal.",She tells Keisha that being loved in public is not helping her feel known in private.,The semester's withdrawal deadline and semifinal preparation force every character to decide what can still be repaired.
2025-11-07,Friday,99,15,1,fall_classes,What Can Still Be Changed,"Fundamental Theorem of Calculus, net change, and substitution",,Veterans Day observance | Analytics semifinal rehearsal | Withdrawal and advising week,Malik learns that his father's recovery will take longer; Nia and Julian stop pretending one date fixed them.,"Advising week makes campus conversations unusually honest about grades, money, health, and whether to remain in difficult courses.",
2025-11-08,Saturday,100,15,2,fall_classes,What Can Still Be Changed,"Fundamental Theorem of Calculus, net change, and substitution",,Veterans Day observance | Analytics semifinal rehearsal | Withdrawal and advising week,Malik learns that his father's recovery will take longer; Nia and Julian stop pretending one date fixed them.,"Malik's father says he cannot return to work yet, and Malik quietly increases his North Star hours despite Dr. Bennett's warning.",
2025-11-09,Sunday,101,15,3,fall_classes,What Can Still Be Changed,"Fundamental Theorem of Calculus, net change, and substitution",,Veterans Day observance | Analytics semifinal rehearsal | Withdrawal and advising week,Malik learns that his father's recovery will take longer; Nia and Julian stop pretending one date fixed them.,"The Fundamental Theorem links accumulation and rate, but Malik cannot reconcile how quickly small losses have accumulated at home.",
2025-11-10,Monday,102,15,4,fall_classes,What Can Still Be Changed,"Fundamental Theorem of Calculus, net change, and substitution",,Veterans Day observance | Analytics semifinal rehearsal | Withdrawal and advising week,Malik learns that his father's recovery will take longer; Nia and Julian stop pretending one date fixed them.,Simone cuts three slides from Malik's semifinal presentation because his need to prove rigor has buried the decision the model supports.,
2025-11-11,Tuesday,103,15,5,fall_classes,What Can Still Be Changed,"Fundamental Theorem of Calculus, net change, and substitution",,Veterans Day observance | Analytics semifinal rehearsal | Withdrawal and advising week,Malik learns that his father's recovery will take longer; Nia and Julian stop pretending one date fixed them.,Nia and Julian attempt their protected private evening and spend most of it arguing about who has been keeping score.,
2025-11-12,Wednesday,104,15,6,fall_classes,What Can Still Be Changed,"Fundamental Theorem of Calculus, net change, and substitution",,Veterans Day observance | Analytics semifinal rehearsal | Withdrawal and advising week,Malik learns that his father's recovery will take longer; Nia and Julian stop pretending one date fixed them.,They agree to take several days apart rather than perform another reconciliation before friends.,
2025-11-13,Thursday,105,15,7,fall_classes,What Can Still Be Changed,"Fundamental Theorem of Calculus, net change, and substitution",,Veterans Day observance | Analytics semifinal rehearsal | Withdrawal and advising week,Malik learns that his father's recovery will take longer; Nia and Julian stop pretending one date fixed them.,"Malik notices Nia is hurting but keeps the analytics rehearsal, sending one simple message that asks what support she wants.",The breakup and Malik's semifinal result will arrive within days of each other.
2025-11-14,Friday,106,16,1,fall_classes,Two Honest Losses,"Substitution, area between curves, and test three",Fall course-withdrawal deadline,Heron Analytics regional semifinal | Football road game | Nia and Julian's breakup,"Nia's first relationship ends, and Malik's team fails to advance despite a strong presentation.",Nia and Julian meet at the quiet radio booth and admit that affection has not made their needs compatible.,
2025-11-15,Saturday,107,16,2,fall_classes,Two Honest Losses,"Substitution, area between curves, and test three",,Heron Analytics regional semifinal | Football road game | Nia and Julian's breakup,"Nia's first relationship ends, and Malik's team fails to advance despite a strong presentation.","They end the relationship without betrayal or cruelty, leaving Nia with no villain to make the heartbreak easier.",
2025-11-16,Sunday,108,16,3,fall_classes,Two Honest Losses,"Substitution, area between curves, and test three",,Heron Analytics regional semifinal | Football road game | Nia and Julian's breakup,"Nia's first relationship ends, and Malik's team fails to advance despite a strong presentation.",Nia completes the area-between-curves test while fighting the impulse to text Julian after every difficult moment.,
2025-11-17,Monday,109,16,4,fall_classes,Two Honest Losses,"Substitution, area between curves, and test three",,Heron Analytics regional semifinal | Football road game | Nia and Julian's breakup,"Nia's first relationship ends, and Malik's team fails to advance despite a strong presentation.","At the regional semifinal, Malik presents the uncertainty honestly but cannot answer a judge's question about model transferability.",
2025-11-18,Tuesday,110,16,5,fall_classes,Two Honest Losses,"Substitution, area between curves, and test three",,Heron Analytics regional semifinal | Football road game | Nia and Julian's breakup,"Nia's first relationship ends, and Malik's team fails to advance despite a strong presentation.","Another university advances; McCall-Hart does not, and Malik initially blames the answer he gave rather than the model's real limits.",
2025-11-19,Wednesday,111,16,6,fall_classes,Two Honest Losses,"Substitution, area between curves, and test three",,Heron Analytics regional semifinal | Football road game | Nia and Julian's breakup,"Nia's first relationship ends, and Malik's team fails to advance despite a strong presentation.",Simone refuses to call the result unfair and asks the team to document what failed before discussing next year.,
2025-11-20,Thursday,112,16,7,fall_classes,Two Honest Losses,"Substitution, area between curves, and test three",,Heron Analytics regional semifinal | Football road game | Nia and Julian's breakup,"Nia's first relationship ends, and Malik's team fails to advance despite a strong presentation.","Malik and Nia sit on opposite ends of a North Star couch, each grieving a different future without trying to fix the other.",River Classic and Thanksgiving place public celebration beside private disappointment.
2025-11-21,Friday,113,17,1,fall_classes,The Catch and the Quiet After,"Applications of definite integrals, cumulative review, and communicating solutions",,River Classic | Thanksgiving travel | Marching-band farewell performance,DJ's decisive sports success lifts the campus while Nia and Malik begin processing loss instead of hiding it.,Nia returns Julian's spare radio-booth key before his final fall performance and cries only after he leaves.,
2025-11-22,Saturday,114,17,2,fall_classes,The Catch and the Quiet After,"Applications of definite integrals, cumulative review, and communicating solutions",,River Classic | Thanksgiving travel | Marching-band farewell performance,DJ's decisive sports success lifts the campus while Nia and Malik begin processing loss instead of hiding it.,Malik converts the analytics failure into a clean postmortem instead of a secret file he never opens again.,
2025-11-23,Sunday,115,17,3,fall_classes,The Catch and the Quiet After,"Applications of definite integrals, cumulative review, and communicating solutions",,River Classic | Thanksgiving travel | Marching-band farewell performance,DJ's decisive sports success lifts the campus while Nia and Malik begin processing loss instead of hiding it.,The River Classic stays tied until DJ catches a difficult sideline pass that sets up the winning score.,
2025-11-24,Monday,116,17,4,fall_classes,The Catch and the Quiet After,"Applications of definite integrals, cumulative review, and communicating solutions",,River Classic | Thanksgiving travel | Marching-band farewell performance,DJ's decisive sports success lifts the campus while Nia and Malik begin processing loss instead of hiding it.,"Campus celebration carries DJ through interviews, but he calls his mother first because the scholarship implications matter more than attention.",
2025-11-25,Tuesday,117,17,5,fall_classes,The Catch and the Quiet After,"Applications of definite integrals, cumulative review, and communicating solutions",,River Classic | Thanksgiving travel | Marching-band farewell performance,DJ's decisive sports success lifts the campus while Nia and Malik begin processing loss instead of hiding it.,"Nia congratulates Julian after the band performance, proving closure can be respectful and still hurt.",
2025-11-26,Wednesday,118,17,6,fall_classes,The Catch and the Quiet After,"Applications of definite integrals, cumulative review, and communicating solutions",Thanksgiving recess begins,River Classic | Thanksgiving travel | Marching-band farewell performance,DJ's decisive sports success lifts the campus while Nia and Malik begin processing loss instead of hiding it.,"Malik goes to Gulfport for Thanksgiving and sees stripped walls, repair estimates, and his father's slow walk through the damaged room.",
2025-11-27,Thursday,119,17,7,fall_classes,The Catch and the Quiet After,"Applications of definite integrals, cumulative review, and communicating solutions",Thanksgiving Day - university closed,River Classic | Thanksgiving travel | Marching-band farewell performance,DJ's decisive sports success lifts the campus while Nia and Malik begin processing loss instead of hiding it.,"Nia and Malik speak by phone from separate family kitchens, and neither turns the call into a confession.",Finals require both students to carry unresolved emotion into the last Calculus I work of the semester.
2025-11-28,Friday,120,18,1,fall_classes,The Work Before the Answer,"Comprehensive Calculus I review, proof of reasoning, and final project completion",,Thanksgiving return | Regular-season football finale | Basketball home opener,Malik accepts that the analytics loss will not be reversed; Nia learns to ask for help while grieving.,Nia returns to a campus full of couple traditions and asks Keisha to stay with her through the first quiet evening.,
2025-11-29,Saturday,121,18,2,fall_classes,The Work Before the Answer,"Comprehensive Calculus I review, proof of reasoning, and final project completion",,Thanksgiving return | Regular-season football finale | Basketball home opener,Malik accepts that the analytics loss will not be reversed; Nia learns to ask for help while grieving.,Malik tells Dr. Bennett he wants to appeal the semifinal score; the professor makes him identify an actual procedural error first.,
2025-11-30,Sunday,122,18,3,fall_classes,The Work Before the Answer,"Comprehensive Calculus I review, proof of reasoning, and final project completion",,Thanksgiving return | Regular-season football finale | Basketball home opener,Malik accepts that the analytics loss will not be reversed; Nia learns to ask for help while grieving.,"Finding none, Malik withdraws the appeal and writes the failure into his portfolio with an honest technical analysis.",
2025-12-01,Monday,123,18,4,fall_classes,The Work Before the Answer,"Comprehensive Calculus I review, proof of reasoning, and final project completion",,Thanksgiving return | Regular-season football finale | Basketball home opener,Malik accepts that the analytics loss will not be reversed; Nia learns to ask for help while grieving.,Nia leads one final review circle but assigns parts to others when her concentration slips instead of performing endless strength.,
2025-12-02,Tuesday,124,18,5,fall_classes,The Work Before the Answer,"Comprehensive Calculus I review, proof of reasoning, and final project completion",,Thanksgiving return | Regular-season football finale | Basketball home opener,Malik accepts that the analytics loss will not be reversed; Nia learns to ask for help while grieving.,"The football regular season closes with DJ named conference freshman of the week, while he still has a statistics paper due.",
2025-12-03,Wednesday,125,18,6,fall_classes,The Work Before the Answer,"Comprehensive Calculus I review, proof of reasoning, and final project completion",,Thanksgiving return | Regular-season football finale | Basketball home opener,Malik accepts that the analytics loss will not be reversed; Nia learns to ask for help while grieving.,"At the basketball home opener, Malik and Nia choose a group outing rather than using each other to escape the week's emotions.",
2025-12-04,Thursday,126,18,7,fall_classes,The Work Before the Answer,"Comprehensive Calculus I review, proof of reasoning, and final project completion",,Thanksgiving return | Regular-season football finale | Basketball home opener,Malik accepts that the analytics loss will not be reversed; Nia learns to ask for help while grieving.,They finish a Calculus I review map that shows what each once misunderstood and what still needs work.,"Finals week will settle grades and a conference football title, but not the emotional story."
2025-12-05,Friday,127,19,1,fall_finals,Everything That Counts,Calculus I final examination and explanation-based review,Fall classes end,Last day of classes | Conference football championship | Final examinations,"The fall ends with an athletic championship and credible academic recovery, but no romantic shortcut.","On the last class day, Dr. Brooks returns Malik's corrected first test beside his recent work so the improvement is visible without being perfect.",
2025-12-06,Saturday,128,19,2,fall_finals,Everything That Counts,Calculus I final examination and explanation-based review,,Last day of classes | Conference football championship | Final examinations,"The fall ends with an athletic championship and credible academic recovery, but no romantic shortcut.","McCall-Hart wins the conference football championship, and DJ contributes a difficult third-down catch rather than a storybook final touchdown.",
2025-12-07,Sunday,129,19,3,fall_finals,Everything That Counts,Calculus I final examination and explanation-based review,,Last day of classes | Conference football championship | Final examinations,"The fall ends with an athletic championship and credible academic recovery, but no romantic shortcut.","Nia celebrates with friends, then leaves before Julian's band gathering because she knows the night would reopen the breakup.",
2025-12-08,Monday,130,19,4,fall_finals,Everything That Counts,Calculus I final examination and explanation-based review,Fall final examinations begin,Last day of classes | Conference football championship | Final examinations,"The fall ends with an athletic championship and credible academic recovery, but no romantic shortcut.","The Calculus I final asks students to connect a graph, derivative, and accumulated area in one argument.",
2025-12-09,Tuesday,131,19,5,fall_finals,Everything That Counts,Calculus I final examination and explanation-based review,,Last day of classes | Conference football championship | Final examinations,"The fall ends with an athletic championship and credible academic recovery, but no romantic shortcut.","Malik slows down enough to finish every justification, accepting that one unanswered part does not invalidate the work he completed.",
2025-12-10,Wednesday,132,19,6,fall_finals,Everything That Counts,Calculus I final examination and explanation-based review,,Last day of classes | Conference football championship | Final examinations,"The fall ends with an athletic championship and credible academic recovery, but no romantic shortcut.","Nia freezes on an integration setup, uses the remaining time to redraw the region, and recovers without looking to anyone else.",
2025-12-11,Thursday,133,19,7,fall_finals,Everything That Counts,Calculus I final examination and explanation-based review,,Last day of classes | Conference football championship | Final examinations,"The fall ends with an athletic championship and credible academic recovery, but no romantic shortcut.","After the final, Malik and Nia exchange no promises beyond getting home safely and telling each other the truth about results.","Winter break begins with a bowl trip for DJ, a damaged home for Malik, and a first holiday after heartbreak for Nia."
2025-12-12,Friday,134,20,1,winter_break,After the Grades,"Fall reflection, transcript review, and identifying concrete spring prerequisites",Fall final examinations end | Fall commencement,Commencement | Heritage Bowl | Final grades released,"DJ receives a scholarship increase, and Malik earns a solid recovery without the competition victory he wanted.",Fall commencement lets the first-years see families celebrate work whose difficulty is invisible in a ceremony program.,
2025-12-13,Saturday,135,20,2,winter_break,After the Grades,"Fall reflection, transcript review, and identifying concrete spring prerequisites",Residence halls close,Commencement | Heritage Bowl | Final grades released,"DJ receives a scholarship increase, and Malik earns a solid recovery without the competition victory he wanted.","The Herons win the Heritage Bowl, and DJ's blocking assignment on the decisive play matters more than the ball going elsewhere.",
2025-12-14,Sunday,136,20,3,winter_break,After the Grades,"Fall reflection, transcript review, and identifying concrete spring prerequisites",,Commencement | Heritage Bowl | Final grades released,"DJ receives a scholarship increase, and Malik earns a solid recovery without the competition victory he wanted.",DJ learns his scholarship will increase in spring and calls Malik before the announcement becomes public.,
2025-12-15,Monday,137,20,4,winter_break,After the Grades,"Fall reflection, transcript review, and identifying concrete spring prerequisites",,Commencement | Heritage Bowl | Final grades released,"DJ receives a scholarship increase, and Malik earns a solid recovery without the competition victory he wanted.",Malik opens a B in Calculus I and initially sees only the distance from the grade he expected in August.,
2025-12-16,Tuesday,138,20,5,winter_break,After the Grades,"Fall reflection, transcript review, and identifying concrete spring prerequisites",,Commencement | Heritage Bowl | Final grades released,"DJ receives a scholarship increase, and Malik earns a solid recovery without the competition victory he wanted.",Nia earns an A-minus but does not use it to erase how exhausted and heartbroken she became.,
2025-12-17,Wednesday,139,20,6,winter_break,After the Grades,"Fall reflection, transcript review, and identifying concrete spring prerequisites",,Commencement | Heritage Bowl | Final grades released,"DJ receives a scholarship increase, and Malik earns a solid recovery without the competition victory he wanted.","At an alumni actuarial workshop, Simone and Malik debrief the analytics loss and discover how easy their conversation feels without a deadline.",
2025-12-18,Thursday,140,20,7,winter_break,After the Grades,"Fall reflection, transcript review, and identifying concrete spring prerequisites",,Commencement | Heritage Bowl | Final grades released,"DJ receives a scholarship increase, and Malik earns a solid recovery without the competition victory he wanted.",Malik returns to Gulfport and sleeps in the living room because his old room still smells like removed drywall.,Separate holidays give Malik and Nia room to become more than each other's primary support.
2025-12-19,Friday,141,21,1,winter_break,Christmas Without the Old Version,"Rest, family responsibility, and a light preview of integration applications",,Holiday travel | Community meal | Basketball road trip,"Nia grieves the relationship without returning to it, while Malik stops treating care for her as a claim on her future.",Nia finds Julian's handmade playlist in a box and allows herself to miss the good parts without calling the breakup a mistake.,
2025-12-20,Saturday,142,21,2,winter_break,Christmas Without the Old Version,"Rest, family responsibility, and a light preview of integration applications",,Holiday travel | Community meal | Basketball road trip,"Nia grieves the relationship without returning to it, while Malik stops treating care for her as a claim on her future.","Her mother asks whether she misses Julian or misses being chosen, and Nia admits she cannot separate the answers yet.",
2025-12-21,Sunday,143,21,3,winter_break,Christmas Without the Old Version,"Rest, family responsibility, and a light preview of integration applications",,Holiday travel | Community meal | Basketball road trip,"Nia grieves the relationship without returning to it, while Malik stops treating care for her as a claim on her future.",Malik helps his father complete physical-therapy exercises and sees how humiliating dependence feels to someone proud of providing.,
2025-12-22,Monday,144,21,4,winter_break,Christmas Without the Old Version,"Rest, family responsibility, and a light preview of integration applications",,Holiday travel | Community meal | Basketball road trip,"Nia grieves the relationship without returning to it, while Malik stops treating care for her as a claim on her future.","A contractor delay pushes repairs into spring, forcing the family to decide which damaged rooms can wait.",
2025-12-23,Tuesday,145,21,5,winter_break,Christmas Without the Old Version,"Rest, family responsibility, and a light preview of integration applications",,Holiday travel | Community meal | Basketball road trip,"Nia grieves the relationship without returning to it, while Malik stops treating care for her as a claim on her future.",Malik texts Nia a photo of a badly shaped homemade pie instead of checking whether she is lonely.,
2025-12-24,Wednesday,146,21,6,winter_break,Christmas Without the Old Version,"Rest, family responsibility, and a light preview of integration applications",,Holiday travel | Community meal | Basketball road trip,"Nia grieves the relationship without returning to it, while Malik stops treating care for her as a claim on her future.",Nia spends Christmas with family and leaves her phone in another room through dinner for the first time all fall.,
2025-12-25,Thursday,147,21,7,winter_break,Christmas Without the Old Version,"Rest, family responsibility, and a light preview of integration applications",,Holiday travel | Community meal | Basketball road trip,"Nia grieves the relationship without returning to it, while Malik stops treating care for her as a claim on her future.","Both write spring goals that include people, sleep, and uncertainty rather than only outcomes.",The new year begins with Malik ready to move forward and Nia not yet realizing she will mind when he does.
2025-12-26,Friday,148,22,1,winter_break,The Year Turns Quietly,"Calculus II readiness: antiderivative fluency, graph interpretation, and algebra repair",,New Year's Eve | Spring registration check | Research opportunity announcements,"Malik chooses to stop waiting for Nia, and Nia applies for a research opportunity that will define spring.",Malik completes the analytics postmortem and sends Simone a thank-you that becomes an hour-long phone conversation.,
2025-12-27,Saturday,149,22,2,winter_break,The Year Turns Quietly,"Calculus II readiness: antiderivative fluency, graph interpretation, and algebra repair",,New Year's Eve | Spring registration check | Research opportunity announcements,"Malik chooses to stop waiting for Nia, and Nia applies for a research opportunity that will define spring.",Nia reads a call for flood-resilience research proposals inspired by the fall Delta National Laboratory visit.,
2025-12-28,Sunday,150,22,3,winter_break,The Year Turns Quietly,"Calculus II readiness: antiderivative fluency, graph interpretation, and algebra repair",,New Year's Eve | Spring registration check | Research opportunity announcements,"Malik chooses to stop waiting for Nia, and Nia applies for a research opportunity that will define spring.",Keisha agrees to code for the project only if Nia treats her as a collaborator rather than emergency technical help.,
2025-12-29,Monday,151,22,4,winter_break,The Year Turns Quietly,"Calculus II readiness: antiderivative fluency, graph interpretation, and algebra repair",,New Year's Eve | Spring registration check | Research opportunity announcements,"Malik chooses to stop waiting for Nia, and Nia applies for a research opportunity that will define spring.",Malik removes a private calendar reminder labeled tell Nia after finals and accepts that no perfect moment is owed to him.,
2025-12-30,Tuesday,152,22,5,winter_break,The Year Turns Quietly,"Calculus II readiness: antiderivative fluency, graph interpretation, and algebra repair",,New Year's Eve | Spring registration check | Research opportunity announcements,"Malik chooses to stop waiting for Nia, and Nia applies for a research opportunity that will define spring.","Nia and Julian exchange brief New Year's messages that are warm, final, and free of hidden invitations.",
2025-12-31,Wednesday,153,22,6,winter_break,The Year Turns Quietly,"Calculus II readiness: antiderivative fluency, graph interpretation, and algebra repair",,New Year's Eve | Spring registration check | Research opportunity announcements,"Malik chooses to stop waiting for Nia, and Nia applies for a research opportunity that will define spring.","At midnight, Nia calls Malik and hears Simone laughing in the background of a group video chat.",
2026-01-01,Thursday,154,22,7,winter_break,The Year Turns Quietly,"Calculus II readiness: antiderivative fluency, graph interpretation, and algebra repair",New Year's Day - university closed,New Year's Eve | Spring registration check | Research opportunity announcements,"Malik chooses to stop waiting for Nia, and Nia applies for a research opportunity that will define spring.","Nia tells herself the sharp feeling is surprise, then opens the research application instead of calling back.",Spring returns with a reversed emotional current and two new partnerships.
2026-01-02,Friday,155,23,1,spring_transition,The First Return,"Calculus II orientation, accumulated area review, and applications of integration",,Residence halls reopen | First spring class meeting | Research matching session,"Malik and Simone reconnect in person, and Nia joins Dr. Price's flood-model research group.",Malik returns to a reorganized room where DJ's bowl trophy sits beside an unfinished economics assignment.,
2026-01-03,Saturday,156,23,2,spring_transition,The First Return,"Calculus II orientation, accumulated area review, and applications of integration",,Residence halls reopen | First spring class meeting | Research matching session,"Malik and Simone reconnect in person, and Nia joins Dr. Price's flood-model research group.",Nia and Keisha pitch the evacuation-model idea at research matching and are assigned a skeptical graduate mentor.,
2026-01-04,Sunday,157,23,3,spring_transition,The First Return,"Calculus II orientation, accumulated area review, and applications of integration",Residence halls reopen,Residence halls reopen | First spring class meeting | Research matching session,"Malik and Simone reconnect in person, and Nia joins Dr. Price's flood-model research group.","Simone asks Malik to coffee before classes begin, making clear that the invitation is personal rather than an analytics debrief.",
2026-01-05,Monday,158,23,4,spring_transition,The First Return,"Calculus II orientation, accumulated area review, and applications of integration",,Residence halls reopen | First spring class meeting | Research matching session,"Malik and Simone reconnect in person, and Nia joins Dr. Price's flood-model research group.","Malik tells Nia about the coffee without asking permission, and her too-bright approval confuses both of them.",
2026-01-06,Tuesday,159,23,5,spring_transition,The First Return,"Calculus II orientation, accumulated area review, and applications of integration",,Residence halls reopen | First spring class meeting | Research matching session,"Malik and Simone reconnect in person, and Nia joins Dr. Price's flood-model research group.",Dr. Delgado opens Calculus II by asking what an integral can measure besides area and rejects five memorized answers.,
2026-01-07,Wednesday,160,23,6,spring_transition,The First Return,"Calculus II orientation, accumulated area review, and applications of integration",Spring classes begin | Spring add-drop begins,Residence halls reopen | First spring class meeting | Research matching session,"Malik and Simone reconnect in person, and Nia joins Dr. Price's flood-model research group.",Nia's first research dataset contains missing road-capacity values that make the proposed model impossible to run as written.,
2026-01-08,Thursday,161,23,7,spring_transition,The First Return,"Calculus II orientation, accumulated area review, and applications of integration",,Residence halls reopen | First spring class meeting | Research matching session,"Malik and Simone reconnect in person, and Nia joins Dr. Price's flood-model research group.","Malik and Simone's coffee extends into dinner, while Nia stays late deciding which research question can survive the data.",The first full spring week turns Malik's date and Nia's research idea into commitments.
2026-01-09,Friday,162,24,1,spring_classes,Volumes and Openings,"Area, volume by disks and washers, and shell-method reasoning",,Heritage Tip-Off doubleheader | Add-drop deadline | Malik and Simone's first official date,Malik begins the spring relationship; Nia recognizes that her reaction is more than protective friendship.,Dr. Delgado makes the class choose between washer and shell methods before allowing any computation.,
2026-01-10,Saturday,163,24,2,spring_classes,Volumes and Openings,"Area, volume by disks and washers, and shell-method reasoning",,Heritage Tip-Off doubleheader | Add-drop deadline | Malik and Simone's first official date,Malik begins the spring relationship; Nia recognizes that her reaction is more than protective friendship.,Nia's project team maps flood zones as rotated regions and discovers the most elegant picture does not match the available roads.,
2026-01-11,Sunday,164,24,3,spring_classes,Volumes and Openings,"Area, volume by disks and washers, and shell-method reasoning",,Heritage Tip-Off doubleheader | Add-drop deadline | Malik and Simone's first official date,Malik begins the spring relationship; Nia recognizes that her reaction is more than protective friendship.,"At the women's basketball game, Imani introduces Nia to the pressure of making a choice after a visible error.",
2026-01-12,Monday,165,24,4,spring_classes,Volumes and Openings,"Area, volume by disks and washers, and shell-method reasoning",,Heritage Tip-Off doubleheader | Add-drop deadline | Malik and Simone's first official date,Malik begins the spring relationship; Nia recognizes that her reaction is more than protective friendship.,"The men's game runs late, and Malik still leaves on time for his date with Simone instead of making her wait behind campus energy.",
